"Time","EPU","Depth","Var","temp.threshold","Units","Source","Value"
"2022","SAtl","100-300m",">2°C",2,"Proportion","GLORYS",1.00000011456181
"2022","SAtl","100-300m",">30°C",30,"Proportion","GLORYS",0
"2022","SAtl","100-300m",">3°C",3,"Proportion","GLORYS",1.00000011456181
"2022","SAtl","100-300m",">4°C",4,"Proportion","GLORYS",1.00000011456181
"2022","SAtl","100-300m",">5°C",5,"Proportion","GLORYS",1.00000011456181
"2022","SAtl","100-300m",">6°C",6,"Proportion","GLORYS",1.00000011456181
"2022","SAtl","100-300m",">7°C",7,"Proportion","GLORYS",1.00000011456181
"2022","SAtl","100-300m",">8°C",8,"Proportion","GLORYS",0.999654466905657
"2022","SAtl","100-300m",">9°C",9,"Proportion","GLORYS",0.997034008857152
"2022","SAtl","25-100m",">0°C",0,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">10°C",10,"Proportion","GLORYS",0.998620984710659
"2022","SAtl","25-100m",">11°C",11,"Proportion","GLORYS",0.99800848461045
"2022","SAtl","25-100m",">12°C",12,"Proportion","GLORYS",0.99678320382896
"2022","SAtl","25-100m",">13°C",13,"Proportion","GLORYS",0.99401678478056
"2022","SAtl","25-100m",">14°C",14,"Proportion","GLORYS",0.988646143499605
"2022","SAtl","25-100m",">15°C",15,"Proportion","GLORYS",0.980244664281241
"2022","SAtl","25-100m",">16°C",16,"Proportion","GLORYS",0.967913107503306
"2022","SAtl","25-100m",">17°C",17,"Proportion","GLORYS",0.949724063998923
"2022","SAtl","25-100m",">18°C",18,"Proportion","GLORYS",0.922523867619382
"2022","SAtl","25-100m",">19°C",19,"Proportion","GLORYS",0.88125655747075
"2022","SAtl","25-100m",">1°C",1,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">20°C",20,"Proportion","GLORYS",0.82833429438844
"2022","SAtl","25-100m",">21°C",21,"Proportion","GLORYS",0.755943322233941
"2022","SAtl","25-100m",">22°C",22,"Proportion","GLORYS",0.656947549011364
"2022","SAtl","25-100m",">23°C",23,"Proportion","GLORYS",0.53884768828596
"2022","SAtl","25-100m",">24°C",24,"Proportion","GLORYS",0.403972153069845
"2022","SAtl","25-100m",">25°C",25,"Proportion","GLORYS",0.268243971665559
"2022","SAtl","25-100m",">26°C",26,"Proportion","GLORYS",0.147144699997468
"2022","SAtl","25-100m",">27°C",27,"Proportion","GLORYS",0.0590375063391064
"2022","SAtl","25-100m",">28°C",28,"Proportion","GLORYS",0.0118370317416826
"2022","SAtl","25-100m",">29°C",29,"Proportion","GLORYS",0.000751426931048657
"2022","SAtl","25-100m",">2°C",2,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">30°C",30,"Proportion","GLORYS",8.32073181177874e-05
"2022","SAtl","25-100m",">3°C",3,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">4°C",4,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">5°C",5,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">6°C",6,"Proportion","GLORYS",1.00000011531952
"2022","SAtl","25-100m",">7°C",7,"Proportion","GLORYS",0.999971256623519
"2022","SAtl","25-100m",">8°C",8,"Proportion","GLORYS",0.999669454718769
"2022","SAtl","25-100m",">9°C",9,"Proportion","GLORYS",0.999163965571224
"2022","SAtl","AllDepths",">0°C",0,"Proportion","GLORYS",1.00000011428228
"2022","SAtl","AllDepths",">10°C",10,"Proportion","GLORYS",0.591904685361445
"2022","SAtl","AllDepths",">11°C",11,"Proportion","GLORYS",0.516005168694544
"2022","SAtl","AllDepths",">12°C",12,"Proportion","GLORYS",0.464040792724648
"2022","SAtl","AllDepths",">13°C",13,"Proportion","GLORYS",0.430762007602502
"2022","SAtl","AllDepths",">14°C",14,"Proportion","GLORYS",0.40796047637753
"2022","SAtl","AllDepths",">15°C",15,"Proportion","GLORYS",0.389348760216831
"2022","SAtl","AllDepths",">16°C",16,"Proportion","GLORYS",0.3736508690183
"2022","SAtl","AllDepths",">17°C",17,"Proportion","GLORYS",0.356966646918716
"2022","SAtl","AllDepths",">18°C",18,"Proportion","GLORYS",0.338044652122429
"2022","SAtl","AllDepths",">19°C",19,"Proportion","GLORYS",0.317648344127769
"2022","SAtl","AllDepths",">1°C",1,"Proportion","GLORYS",1.00000011428228
"2022","SAtl","AllDepths",">20°C",20,"Proportion","GLORYS",0.295694577268155
"2022","SAtl","AllDepths",">21°C",21,"Proportion","GLORYS",0.268892848474444
"2022","SAtl","AllDepths",">22°C",22,"Proportion","GLORYS",0.23485173231409
"2022","SAtl","AllDepths",">23°C",23,"Proportion","GLORYS",0.196051684006032
"2022","SAtl","AllDepths",">24°C",24,"Proportion","GLORYS",0.153013168777267
"2022","SAtl","AllDepths",">25°C",25,"Proportion","GLORYS",0.112582835045022
"2022","SAtl","AllDepths",">26°C",26,"Proportion","GLORYS",0.075816707192753
"2022","SAtl","AllDepths",">27°C",27,"Proportion","GLORYS",0.0440329555421854
"2022","SAtl","AllDepths",">28°C",28,"Proportion","GLORYS",0.0185225482985244
"2022","SAtl","AllDepths",">29°C",29,"Proportion","GLORYS",0.00594025958652804
"2022","SAtl","AllDepths",">2°C",2,"Proportion","GLORYS",1.00000011428228
"2022","SAtl","AllDepths",">30°C",30,"Proportion","GLORYS",0.00116973723117287
"2022","SAtl","AllDepths",">3°C",3,"Proportion","GLORYS",0.999729453030812
"2022","SAtl","AllDepths",">4°C",4,"Proportion","GLORYS",0.977991702504919
"2022","SAtl","AllDepths",">5°C",5,"Proportion","GLORYS",0.950490491470342
"2022","SAtl","AllDepths",">6°C",6,"Proportion","GLORYS",0.925276498180725
"2022","SAtl","AllDepths",">7°C",7,"Proportion","GLORYS",0.884811745801954
"2022","SAtl","AllDepths",">8°C",8,"Proportion","GLORYS",0.82424893066599
"2022","SAtl","AllDepths",">9°C",9,"Proportion","GLORYS",0.709308555341133
