"Time","EPU","Depth","Var","temp.threshold","Units","Source","Value"
"2020","SAtl","25-100m",">1°C",1,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">20°C",20,"Proportion","GLORYS",0.82001503249984
"2020","SAtl","25-100m",">21°C",21,"Proportion","GLORYS",0.743916306748213
"2020","SAtl","25-100m",">22°C",22,"Proportion","GLORYS",0.657152316323442
"2020","SAtl","25-100m",">23°C",23,"Proportion","GLORYS",0.566697161704547
"2020","SAtl","25-100m",">24°C",24,"Proportion","GLORYS",0.46344134549913
"2020","SAtl","25-100m",">25°C",25,"Proportion","GLORYS",0.359237097112516
"2020","SAtl","25-100m",">26°C",26,"Proportion","GLORYS",0.244808754667846
"2020","SAtl","25-100m",">27°C",27,"Proportion","GLORYS",0.118933471810024
"2020","SAtl","25-100m",">28°C",28,"Proportion","GLORYS",0.0332004185753616
"2020","SAtl","25-100m",">29°C",29,"Proportion","GLORYS",0.00285172222988835
"2020","SAtl","25-100m",">2°C",2,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">30°C",30,"Proportion","GLORYS",3.19153752763687e-06
"2020","SAtl","25-100m",">3°C",3,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">4°C",4,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">5°C",5,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">6°C",6,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">7°C",7,"Proportion","GLORYS",1.00000011531952
"2020","SAtl","25-100m",">8°C",8,"Proportion","GLORYS",0.999997259171531
"2020","SAtl","25-100m",">9°C",9,"Proportion","GLORYS",0.998957691066111
"2020","SAtl","AllDepths",">0°C",0,"Proportion","GLORYS",1.00000011428228
"2020","SAtl","AllDepths",">10°C",10,"Proportion","GLORYS",0.533372169537841
"2020","SAtl","AllDepths",">11°C",11,"Proportion","GLORYS",0.475620957687134
"2020","SAtl","AllDepths",">12°C",12,"Proportion","GLORYS",0.442521865863263
"2020","SAtl","AllDepths",">13°C",13,"Proportion","GLORYS",0.422159677128795
"2020","SAtl","AllDepths",">14°C",14,"Proportion","GLORYS",0.403779317488626
"2020","SAtl","AllDepths",">15°C",15,"Proportion","GLORYS",0.387150664297115
"2020","SAtl","AllDepths",">16°C",16,"Proportion","GLORYS",0.370652483362791
"2020","SAtl","AllDepths",">17°C",17,"Proportion","GLORYS",0.353603288822726
"2020","SAtl","AllDepths",">18°C",18,"Proportion","GLORYS",0.336444229542848
"2020","SAtl","AllDepths",">19°C",19,"Proportion","GLORYS",0.317324890637018
"2020","SAtl","AllDepths",">1°C",1,"Proportion","GLORYS",1.00000011428228
"2020","SAtl","AllDepths",">20°C",20,"Proportion","GLORYS",0.294280378869762
"2020","SAtl","AllDepths",">21°C",21,"Proportion","GLORYS",0.266990450588593
"2020","SAtl","AllDepths",">22°C",22,"Proportion","GLORYS",0.237712049199447
"2020","SAtl","AllDepths",">23°C",23,"Proportion","GLORYS",0.207734385863587
"2020","SAtl","AllDepths",">24°C",24,"Proportion","GLORYS",0.173031127763635
"2020","SAtl","AllDepths",">25°C",25,"Proportion","GLORYS",0.13585231007623
"2020","SAtl","AllDepths",">26°C",26,"Proportion","GLORYS",0.099662799426158
"2020","SAtl","AllDepths",">27°C",27,"Proportion","GLORYS",0.0633758106773723
"2020","SAtl","AllDepths",">28°C",28,"Proportion","GLORYS",0.0322842134264425
"2020","SAtl","AllDepths",">29°C",29,"Proportion","GLORYS",0.0118738484684993
"2020","SAtl","AllDepths",">2°C",2,"Proportion","GLORYS",1.00000011428228
"2020","SAtl","AllDepths",">30°C",30,"Proportion","GLORYS",0.00244709610225564
"2020","SAtl","AllDepths",">3°C",3,"Proportion","GLORYS",0.999720636092376
"2020","SAtl","AllDepths",">4°C",4,"Proportion","GLORYS",0.981358828405387
"2020","SAtl","AllDepths",">5°C",5,"Proportion","GLORYS",0.954263150348863
"2020","SAtl","AllDepths",">6°C",6,"Proportion","GLORYS",0.930383138977865
"2020","SAtl","AllDepths",">7°C",7,"Proportion","GLORYS",0.883462847858831
"2020","SAtl","AllDepths",">8°C",8,"Proportion","GLORYS",0.802488716665986
"2020","SAtl","AllDepths",">9°C",9,"Proportion","GLORYS",0.643340763717662
