"Time","EPU","Depth","Var","temp.threshold","Units","Source","Value"
"2023","SAtl","100-300m",">12°C",12,"Proportion","GLORYS",0.912931731351747
"2023","SAtl","100-300m",">13°C",13,"Proportion","GLORYS",0.817055509037313
"2023","SAtl","100-300m",">14°C",14,"Proportion","GLORYS",0.696040636769523
"2023","SAtl","100-300m",">15°C",15,"Proportion","GLORYS",0.575834102309349
"2023","SAtl","100-300m",">16°C",16,"Proportion","GLORYS",0.472669992583876
"2023","SAtl","100-300m",">17°C",17,"Proportion","GLORYS",0.377037008487784
"2023","SAtl","100-300m",">18°C",18,"Proportion","GLORYS",0.290098506144683
"2023","SAtl","100-300m",">19°C",19,"Proportion","GLORYS",0.215174145751447
"2023","SAtl","100-300m",">1°C",1,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">20°C",20,"Proportion","GLORYS",0.150279045239085
"2023","SAtl","100-300m",">21°C",21,"Proportion","GLORYS",0.0979222998216254
"2023","SAtl","100-300m",">22°C",22,"Proportion","GLORYS",0.0587269769316546
"2023","SAtl","100-300m",">23°C",23,"Proportion","GLORYS",0.0329072838692229
"2023","SAtl","100-300m",">24°C",24,"Proportion","GLORYS",0.0162658780999587
"2023","SAtl","100-300m",">25°C",25,"Proportion","GLORYS",0.00751202410229224
"2023","SAtl","100-300m",">26°C",26,"Proportion","GLORYS",0.0034085561788468
"2023","SAtl","100-300m",">27°C",27,"Proportion","GLORYS",0.00118388885402908
"2023","SAtl","100-300m",">28°C",28,"Proportion","GLORYS",8.05855616568176e-05
"2023","SAtl","100-300m",">29°C",29,"Proportion","GLORYS",0
"2023","SAtl","100-300m",">2°C",2,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">30°C",30,"Proportion","GLORYS",0
"2023","SAtl","100-300m",">3°C",3,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">4°C",4,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">5°C",5,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">6°C",6,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">7°C",7,"Proportion","GLORYS",1.00000011456181
"2023","SAtl","100-300m",">8°C",8,"Proportion","GLORYS",0.999954199915487
"2023","SAtl","100-300m",">9°C",9,"Proportion","GLORYS",0.997019629216985
"2023","SAtl","25-100m",">0°C",0,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">10°C",10,"Proportion","GLORYS",0.997679500124482
"2023","SAtl","25-100m",">11°C",11,"Proportion","GLORYS",0.995682296904724
"2023","SAtl","25-100m",">12°C",12,"Proportion","GLORYS",0.992876889521139
"2023","SAtl","25-100m",">13°C",13,"Proportion","GLORYS",0.989139898741521
"2023","SAtl","25-100m",">14°C",14,"Proportion","GLORYS",0.984906373405401
"2023","SAtl","25-100m",">15°C",15,"Proportion","GLORYS",0.978387773663102
"2023","SAtl","25-100m",">16°C",16,"Proportion","GLORYS",0.966828887965482
"2023","SAtl","25-100m",">17°C",17,"Proportion","GLORYS",0.949150317197166
"2023","SAtl","25-100m",">18°C",18,"Proportion","GLORYS",0.924674769511766
"2023","SAtl","25-100m",">19°C",19,"Proportion","GLORYS",0.886981411987351
"2023","SAtl","25-100m",">1°C",1,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">20°C",20,"Proportion","GLORYS",0.838061062150728
"2023","SAtl","25-100m",">21°C",21,"Proportion","GLORYS",0.77010959789191
"2023","SAtl","25-100m",">22°C",22,"Proportion","GLORYS",0.68116608783667
"2023","SAtl","25-100m",">23°C",23,"Proportion","GLORYS",0.56289336736269
"2023","SAtl","25-100m",">24°C",24,"Proportion","GLORYS",0.420405751308923
"2023","SAtl","25-100m",">25°C",25,"Proportion","GLORYS",0.27446116270012
"2023","SAtl","25-100m",">26°C",26,"Proportion","GLORYS",0.153778273628448
"2023","SAtl","25-100m",">27°C",27,"Proportion","GLORYS",0.0689915378701942
"2023","SAtl","25-100m",">28°C",28,"Proportion","GLORYS",0.0142866613815675
"2023","SAtl","25-100m",">29°C",29,"Proportion","GLORYS",0.000754559887235028
"2023","SAtl","25-100m",">2°C",2,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">30°C",30,"Proportion","GLORYS",6.71457222299398e-05
"2023","SAtl","25-100m",">3°C",3,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">4°C",4,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">5°C",5,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">6°C",6,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">7°C",7,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">8°C",8,"Proportion","GLORYS",1.00000011531952
"2023","SAtl","25-100m",">9°C",9,"Proportion","GLORYS",0.999351440954464
"2023","SAtl","AllDepths",">0°C",0,"Proportion","GLORYS",1.00000011428228
"2023","SAtl","AllDepths",">10°C",10,"Proportion","GLORYS",0.583238239836863
"2023","SAtl","AllDepths",">11°C",11,"Proportion","GLORYS",0.510994035516095
"2023","SAtl","AllDepths",">12°C",12,"Proportion","GLORYS",0.461293388141947
"2023","SAtl","AllDepths",">13°C",13,"Proportion","GLORYS",0.430769574597401
"2023","SAtl","AllDepths",">14°C",14,"Proportion","GLORYS",0.408049528433823
"2023","SAtl","AllDepths",">15°C",15,"Proportion","GLORYS",0.390269460743093
"2023","SAtl","AllDepths",">16°C",16,"Proportion","GLORYS",0.374596181707866
"2023","SAtl","AllDepths",">17°C",17,"Proportion","GLORYS",0.358011242485209
"2023","SAtl","AllDepths",">18°C",18,"Proportion","GLORYS",0.339314155499414
"2023","SAtl","AllDepths",">19°C",19,"Proportion","GLORYS",0.318726946760767
"2023","SAtl","AllDepths",">1°C",1,"Proportion","GLORYS",1.00000011428228
"2023","SAtl","AllDepths",">20°C",20,"Proportion","GLORYS",0.297125627580992
"2023","SAtl","AllDepths",">21°C",21,"Proportion","GLORYS",0.271199329444653
"2023","SAtl","AllDepths",">22°C",22,"Proportion","GLORYS",0.239442568190565
"2023","SAtl","AllDepths",">23°C",23,"Proportion","GLORYS",0.200046158053006
"2023","SAtl","AllDepths",">24°C",24,"Proportion","GLORYS",0.156923991958453
"2023","SAtl","AllDepths",">25°C",25,"Proportion","GLORYS",0.112526915802518
"2023","SAtl","AllDepths",">26°C",26,"Proportion","GLORYS",0.0737173382759882
"2023","SAtl","AllDepths",">27°C",27,"Proportion","GLORYS",0.0441462850459861
"2023","SAtl","AllDepths",">28°C",28,"Proportion","GLORYS",0.0212064171834208
"2023","SAtl","AllDepths",">29°C",29,"Proportion","GLORYS",0.00768990097815809
"2023","SAtl","AllDepths",">2°C",2,"Proportion","GLORYS",1.00000011428228
"2023","SAtl","AllDepths",">30°C",30,"Proportion","GLORYS",0.00259767214265192
"2023","SAtl","AllDepths",">3°C",3,"Proportion","GLORYS",0.99977015955658
"2023","SAtl","AllDepths",">4°C",4,"Proportion","GLORYS",0.980062586748222
"2023","SAtl","AllDepths",">5°C",5,"Proportion","GLORYS",0.952401281977141
"2023","SAtl","AllDepths",">6°C",6,"Proportion","GLORYS",0.92698677104363
"2023","SAtl","AllDepths",">7°C",7,"Proportion","GLORYS",0.886768224367348
"2023","SAtl","AllDepths",">8°C",8,"Proportion","GLORYS",0.830421769167952
"2023","SAtl","AllDepths",">9°C",9,"Proportion","GLORYS",0.71455980318954
