"Time","EPU","Depth","Var","temp.threshold","Units","Source","Value"
"2021","SAtl","100-300m",">2°C",2,"Proportion","GLORYS",1.00000011456181
"2021","SAtl","100-300m",">30°C",30,"Proportion","GLORYS",0
"2021","SAtl","100-300m",">3°C",3,"Proportion","GLORYS",1.00000011456181
"2021","SAtl","100-300m",">4°C",4,"Proportion","GLORYS",1.00000011456181
"2021","SAtl","100-300m",">5°C",5,"Proportion","GLORYS",1.00000011456181
"2021","SAtl","100-300m",">6°C",6,"Proportion","GLORYS",1.00000011456181
"2021","SAtl","100-300m",">7°C",7,"Proportion","GLORYS",0.999873857262836
"2021","SAtl","100-300m",">8°C",8,"Proportion","GLORYS",0.999339797640227
"2021","SAtl","100-300m",">9°C",9,"Proportion","GLORYS",0.99455124158601
"2021","SAtl","25-100m",">0°C",0,"Proportion","GLORYS",1.00000011531952
"2021","SAtl","25-100m",">10°C",10,"Proportion","GLORYS",0.994628748799554
"2021","SAtl","25-100m",">11°C",11,"Proportion","GLORYS",0.992810773588203
"2021","SAtl","25-100m",">12°C",12,"Proportion","GLORYS",0.990865513347266
"2021","SAtl","25-100m",">13°C",13,"Proportion","GLORYS",0.988090507502298
"2021","SAtl","25-100m",">14°C",14,"Proportion","GLORYS",0.982643458139866
"2021","SAtl","25-100m",">15°C",15,"Proportion","GLORYS",0.971053943512161
"2021","SAtl","25-100m",">16°C",16,"Proportion","GLORYS",0.952398745492145
"2021","SAtl","25-100m",">17°C",17,"Proportion","GLORYS",0.924701322232117
"2021","SAtl","25-100m",">18°C",18,"Proportion","GLORYS",0.885635893913535
"2021","SAtl","25-100m",">19°C",19,"Proportion","GLORYS",0.834839435245841
"2021","SAtl","25-100m",">1°C",1,"Proportion","GLORYS",1.00000011531952
"2021","SAtl","25-100m",">20°C",20,"Proportion","GLORYS",0.770801806300412
"2021","SAtl","25-100m",">21°C",21,"Proportion","GLORYS",0.693138311383771
"2021","SAtl","25-100m",">22°C",22,"Proportion","GLORYS",0.602085879366366
"2021","SAtl","25-100m",">23°C",23,"Proportion","GLORYS",0.499370562350088
"2021","SAtl","25-100m",">24°C",24,"Proportion","GLORYS",0.377304743074013
"2021","SAtl","25-100m",">25°C",25,"Proportion","GLORYS",0.241445839573397
"2021","SAtl","25-100m",">26°C",26,"Proportion","GLORYS",0.12764601852652
"2021","SAtl","25-100m",">27°C",27,"Proportion","GLORYS",0.037834018531697
"2021","SAtl","25-100m",">28°C",28,"Proportion","GLORYS",0.00358345533428336
"2021","SAtl","25-100m",">29°C",29,"Proportion","GLORYS",0.000219164809301486
"2021","SAtl","25-100m",">2°C",2,"Proportion","GLORYS",1.00000011531952
"2021","SAtl","25-100m",">30°C",30,"Proportion","GLORYS",4.16036590588937e-05
"2021","SAtl","25-100m",">3°C",3,"Proportion","GLORYS",1.00000011531952
"2021","SAtl","25-100m",">4°C",4,"Proportion","GLORYS",1.00000011531952
"2021","SAtl","25-100m",">5°C",5,"Proportion","GLORYS",1.00000011531952
"2021","SAtl","25-100m",">6°C",6,"Proportion","GLORYS",0.999698420127213
"2021","SAtl","25-100m",">7°C",7,"Proportion","GLORYS",0.998823890168969
"2021","SAtl","25-100m",">8°C",8,"Proportion","GLORYS",0.997300084552357
"2021","SAtl","25-100m",">9°C",9,"Proportion","GLORYS",0.995796269370694
"2021","SAtl","AllDepths",">0°C",0,"Proportion","GLORYS",1.00000011428228
"2021","SAtl","AllDepths",">10°C",10,"Proportion","GLORYS",0.555827901820942
"2021","SAtl","AllDepths",">11°C",11,"Proportion","GLORYS",0.491542404789748
"2021","SAtl","AllDepths",">12°C",12,"Proportion","GLORYS",0.449602281379802
"2021","SAtl","AllDepths",">13°C",13,"Proportion","GLORYS",0.422173759849061
"2021","SAtl","AllDepths",">14°C",14,"Proportion","GLORYS",0.399156095935547
"2021","SAtl","AllDepths",">15°C",15,"Proportion","GLORYS",0.378953215491345
"2021","SAtl","AllDepths",">16°C",16,"Proportion","GLORYS",0.36037091885591
"2021","SAtl","AllDepths",">17°C",17,"Proportion","GLORYS",0.340291799201986
"2021","SAtl","AllDepths",">18°C",18,"Proportion","GLORYS",0.318706294288235
"2021","SAtl","AllDepths",">19°C",19,"Proportion","GLORYS",0.295565751449341
"2021","SAtl","AllDepths",">1°C",1,"Proportion","GLORYS",1.00000011428228
"2021","SAtl","AllDepths",">20°C",20,"Proportion","GLORYS",0.271106475745158
"2021","SAtl","AllDepths",">21°C",21,"Proportion","GLORYS",0.244911844397147
"2021","SAtl","AllDepths",">22°C",22,"Proportion","GLORYS",0.216970512581855
"2021","SAtl","AllDepths",">23°C",23,"Proportion","GLORYS",0.187234338140133
"2021","SAtl","AllDepths",">24°C",24,"Proportion","GLORYS",0.152093660715243
"2021","SAtl","AllDepths",">25°C",25,"Proportion","GLORYS",0.112750317440913
"2021","SAtl","AllDepths",">26°C",26,"Proportion","GLORYS",0.0744978955038471
"2021","SAtl","AllDepths",">27°C",27,"Proportion","GLORYS",0.0370972912907888
"2021","SAtl","AllDepths",">28°C",28,"Proportion","GLORYS",0.0139828872364681
"2021","SAtl","AllDepths",">29°C",29,"Proportion","GLORYS",0.00424997203296652
"2021","SAtl","AllDepths",">2°C",2,"Proportion","GLORYS",1.00000011428228
"2021","SAtl","AllDepths",">30°C",30,"Proportion","GLORYS",0.000642187140680975
"2021","SAtl","AllDepths",">3°C",3,"Proportion","GLORYS",0.999685983090464
"2021","SAtl","AllDepths",">4°C",4,"Proportion","GLORYS",0.971556001475292
"2021","SAtl","AllDepths",">5°C",5,"Proportion","GLORYS",0.941116214686091
"2021","SAtl","AllDepths",">6°C",6,"Proportion","GLORYS",0.916279555455777
"2021","SAtl","AllDepths",">7°C",7,"Proportion","GLORYS",0.873041275388217
"2021","SAtl","AllDepths",">8°C",8,"Proportion","GLORYS",0.809976860253681
"2021","SAtl","AllDepths",">9°C",9,"Proportion","GLORYS",0.664826870274225
