"Time","EPU","Depth","Var","temp.threshold","Units","Source","Value"
"2025","SAtl","100-300m",">10°C",10,"Proportion","GLORYS",0.973656228009563
"2025","SAtl","100-300m",">11°C",11,"Proportion","GLORYS",0.934951410800391
"2025","SAtl","100-300m",">12°C",12,"Proportion","GLORYS",0.857581963994204
"2025","SAtl","100-300m",">13°C",13,"Proportion","GLORYS",0.743818971673455
"2025","SAtl","100-300m",">14°C",14,"Proportion","GLORYS",0.611440601547809
"2025","SAtl","100-300m",">15°C",15,"Proportion","GLORYS",0.48417660245626
"2025","SAtl","100-300m",">16°C",16,"Proportion","GLORYS",0.37167374793891
"2025","SAtl","100-300m",">17°C",17,"Proportion","GLORYS",0.279286967841983
"2025","SAtl","100-300m",">18°C",18,"Proportion","GLORYS",0.198942134537675
"2025","SAtl","100-300m",">19°C",19,"Proportion","GLORYS",0.13288494049092
"2025","SAtl","100-300m",">1°C",1,"Proportion","GLORYS",1.00000011456181
"2025","SAtl","100-300m",">20°C",20,"Proportion","GLORYS",0.0863796957181918
"2025","SAtl","100-300m",">21°C",21,"Proportion","GLORYS",0.0548019508700797
"2025","SAtl","100-300m",">22°C",22,"Proportion","GLORYS",0.0322712575182324
"2025","SAtl","100-300m",">23°C",23,"Proportion","GLORYS",0.0182812763265764
"2025","SAtl","100-300m",">24°C",24,"Proportion","GLORYS",0.00958457331778643
"2025","SAtl","100-300m",">25°C",25,"Proportion","GLORYS",0.00447414218656399
"2025","SAtl","100-300m",">26°C",26,"Proportion","GLORYS",0.00194009126763352
"2025","SAtl","100-300m",">27°C",27,"Proportion","GLORYS",0.000607531496999805
"2025","SAtl","100-300m",">28°C",28,"Proportion","GLORYS",8.06877097428834e-05
"2025","SAtl","100-300m",">29°C",29,"Proportion","GLORYS",1.15493799340498e-05
"2025","SAtl","100-300m",">2°C",2,"Proportion","GLORYS",1.00000011456181
"2025","SAtl","100-300m",">30°C",30,"Proportion","GLORYS",0
"2025","SAtl","100-300m",">3°C",3,"Proportion","GLORYS",1.00000011456181
"2025","SAtl","100-300m",">4°C",4,"Proportion","GLORYS",1.00000011456181
"2025","SAtl","100-300m",">5°C",5,"Proportion","GLORYS",1.00000011456181
"2025","SAtl","100-300m",">6°C",6,"Proportion","GLORYS",1.00000011456181
"2025","SAtl","100-300m",">7°C",7,"Proportion","GLORYS",0.999870583379121
"2025","SAtl","100-300m",">8°C",8,"Proportion","GLORYS",0.998377585880837
"2025","SAtl","100-300m",">9°C",9,"Proportion","GLORYS",0.989075578304682
"2025","SAtl","25-100m",">0°C",0,"Proportion","GLORYS",1.00000011531952
"2025","SAtl","25-100m",">10°C",10,"Proportion","GLORYS",0.996412445021252
"2025","SAtl","25-100m",">11°C",11,"Proportion","GLORYS",0.99410853071884
"2025","SAtl","25-100m",">12°C",12,"Proportion","GLORYS",0.991125585626685
"2025","SAtl","25-100m",">13°C",13,"Proportion","GLORYS",0.986399749060524
"2025","SAtl","25-100m",">14°C",14,"Proportion","GLORYS",0.977637870816486
"2025","SAtl","25-100m",">15°C",15,"Proportion","GLORYS",0.963312578766531
"2025","SAtl","25-100m",">16°C",16,"Proportion","GLORYS",0.941865897837903
"2025","SAtl","25-100m",">17°C",17,"Proportion","GLORYS",0.91358401836268
"2025","SAtl","25-100m",">18°C",18,"Proportion","GLORYS",0.874523414249893
"2025","SAtl","25-100m",">19°C",19,"Proportion","GLORYS",0.822840700195284
"2025","SAtl","25-100m",">1°C",1,"Proportion","GLORYS",1.00000011531952
"2025","SAtl","25-100m",">20°C",20,"Proportion","GLORYS",0.757618656272101
"2025","SAtl","25-100m",">21°C",21,"Proportion","GLORYS",0.675471457079353
"2025","SAtl","25-100m",">22°C",22,"Proportion","GLORYS",0.580203015974973
"2025","SAtl","25-100m",">23°C",23,"Proportion","GLORYS",0.458643040576272
"2025","SAtl","25-100m",">24°C",24,"Proportion","GLORYS",0.332492041485573
"2025","SAtl","25-100m",">25°C",25,"Proportion","GLORYS",0.234300560743763
"2025","SAtl","25-100m",">26°C",26,"Proportion","GLORYS",0.160644771494121
"2025","SAtl","25-100m",">27°C",27,"Proportion","GLORYS",0.107082880624085
"2025","SAtl","25-100m",">28°C",28,"Proportion","GLORYS",0.0468122124217826
"2025","SAtl","25-100m",">29°C",29,"Proportion","GLORYS",0.0105302852781206
"2025","SAtl","25-100m",">2°C",2,"Proportion","GLORYS",1.00000011531952
"2025","SAtl","25-100m",">30°C",30,"Proportion","GLORYS",0.00178681475574883
"2025","SAtl","25-100m",">3°C",3,"Proportion","GLORYS",1.00000011531952
"2025","SAtl","25-100m",">4°C",4,"Proportion","GLORYS",1.00000011531952
"2025","SAtl","25-100m",">5°C",5,"Proportion","GLORYS",0.99999722475292
"2025","SAtl","25-100m",">6°C",6,"Proportion","GLORYS",0.999971369067281
"2025","SAtl","25-100m",">7°C",7,"Proportion","GLORYS",0.999775816540353
"2025","SAtl","25-100m",">8°C",8,"Proportion","GLORYS",0.999094380334729
"2025","SAtl","25-100m",">9°C",9,"Proportion","GLORYS",0.998016337444148
"2025","SAtl","AllDepths",">0°C",0,"Proportion","GLORYS",1.00000011428228
"2025","SAtl","AllDepths",">10°C",10,"Proportion","GLORYS",0.559017009163183
"2025","SAtl","AllDepths",">11°C",11,"Proportion","GLORYS",0.487675916693799
"2025","SAtl","AllDepths",">12°C",12,"Proportion","GLORYS",0.443191149048857
"2025","SAtl","AllDepths",">13°C",13,"Proportion","GLORYS",0.414440593893842
"2025","SAtl","AllDepths",">14°C",14,"Proportion","GLORYS",0.391001604959022
"2025","SAtl","AllDepths",">15°C",15,"Proportion","GLORYS",0.37107621513097
"2025","SAtl","AllDepths",">16°C",16,"Proportion","GLORYS",0.352332506944729
"2025","SAtl","AllDepths",">17°C",17,"Proportion","GLORYS",0.333225433472226
"2025","SAtl","AllDepths",">18°C",18,"Proportion","GLORYS",0.313989517538171
"2025","SAtl","AllDepths",">19°C",19,"Proportion","GLORYS",0.293106589243895
"2025","SAtl","AllDepths",">1°C",1,"Proportion","GLORYS",1.00000011428228
"2025","SAtl","AllDepths",">20°C",20,"Proportion","GLORYS",0.270572524188376
"2025","SAtl","AllDepths",">21°C",21,"Proportion","GLORYS",0.245414481477914
"2025","SAtl","AllDepths",">22°C",22,"Proportion","GLORYS",0.217242595809317
"2025","SAtl","AllDepths",">23°C",23,"Proportion","GLORYS",0.181429058175552
"2025","SAtl","AllDepths",">24°C",24,"Proportion","GLORYS",0.141034700461282
"2025","SAtl","AllDepths",">25°C",25,"Proportion","GLORYS",0.104370762191495
"2025","SAtl","AllDepths",">26°C",26,"Proportion","GLORYS",0.0741336326716545
"2025","SAtl","AllDepths",">27°C",27,"Proportion","GLORYS",0.0495882249467378
"2025","SAtl","AllDepths",">28°C",28,"Proportion","GLORYS",0.0259929667560336
"2025","SAtl","AllDepths",">29°C",29,"Proportion","GLORYS",0.0104939574983775
"2025","SAtl","AllDepths",">2°C",2,"Proportion","GLORYS",1.00000011428228
"2025","SAtl","AllDepths",">30°C",30,"Proportion","GLORYS",0.00386105291211592
"2025","SAtl","AllDepths",">3°C",3,"Proportion","GLORYS",0.999659763709495
"2025","SAtl","AllDepths",">4°C",4,"Proportion","GLORYS",0.978645024248821
"2025","SAtl","AllDepths",">5°C",5,"Proportion","GLORYS",0.94666307045596
"2025","SAtl","AllDepths",">6°C",6,"Proportion","GLORYS",0.916341845970851
"2025","SAtl","AllDepths",">7°C",7,"Proportion","GLORYS",0.867789853092615
"2025","SAtl","AllDepths",">8°C",8,"Proportion","GLORYS",0.798367815808933
"2025","SAtl","AllDepths",">9°C",9,"Proportion","GLORYS",0.660819778020314
