"Time","EPU","Depth","Var","temp.threshold","Units","Source","Value"
"2024","SAtl","AllDepths",">22°C",22,"Proportion","GLORYS",0.213918885805922
"2024","SAtl","AllDepths",">23°C",23,"Proportion","GLORYS",0.177009387485356
"2024","SAtl","AllDepths",">24°C",24,"Proportion","GLORYS",0.142814551685209
"2024","SAtl","AllDepths",">25°C",25,"Proportion","GLORYS",0.112336095148474
"2024","SAtl","AllDepths",">26°C",26,"Proportion","GLORYS",0.0824994691992608
"2024","SAtl","AllDepths",">27°C",27,"Proportion","GLORYS",0.0491316511841542
"2024","SAtl","AllDepths",">28°C",28,"Proportion","GLORYS",0.0203821171272465
"2024","SAtl","AllDepths",">29°C",29,"Proportion","GLORYS",0.00706560098741062
"2024","SAtl","AllDepths",">2°C",2,"Proportion","GLORYS",0.999995297162978
"2024","SAtl","AllDepths",">30°C",30,"Proportion","GLORYS",0.00210172010769926
"2024","SAtl","AllDepths",">3°C",3,"Proportion","GLORYS",0.999173046754501
"2024","SAtl","AllDepths",">4°C",4,"Proportion","GLORYS",0.982626154246175
"2024","SAtl","AllDepths",">5°C",5,"Proportion","GLORYS",0.957580255576368
"2024","SAtl","AllDepths",">6°C",6,"Proportion","GLORYS",0.927890208641921
"2024","SAtl","AllDepths",">7°C",7,"Proportion","GLORYS",0.883095642607754
"2024","SAtl","AllDepths",">8°C",8,"Proportion","GLORYS",0.822998142605919
"2024","SAtl","AllDepths",">9°C",9,"Proportion","GLORYS",0.696663895033549
